popden,hospitals,entertainment,monuments,schools,rent,lat,lon,metro
11500,5,0,0,0,"11,000",17.387564746947916,78.458459077765,yes
22067,1,0,0,1,"16,000",17.582338562138585,78.44290445914238,yes
11500,3,1,0,0,"16,000",17.56201002825605,78.4195656448384,yes
24642,3,3,0,1,"14,000",17.599089481628667,78.56771670255362,yes
11500,3,3,1,0,"16,000",17.353971274713672,78.64683547537142,yes
19674,4,1,0,1,"30,000",17.400266103146365,78.5537454593036,yes
13289,1,0,0,1,"16,000",17.541684301861775,78.6462261265645,no
22067,3,1,0,1,"30,000",17.416819423854626,78.22241248951408,yes
24642,5,3,0,0,"22,000",17.575124448203507,78.59453144815834,yes
19674,4,0,0,1,"11,000",17.432319270586024,78.65303633488668,yes
22067,3,0,0,1,"30,000",17.416921470131108,78.20247562988378,yes
22067,1,1,1,0,"30,000",17.594068703925174,78.51236567361387,yes
13289,1,0,1,1,"11,000",17.247349013908558,78.41459235977166,no
19674,3,0,0,0,"14,000",17.295344211549914,78.4963027220403,yes
19674,1,3,1,0,"16,000",17.35319332177644,78.39629210204633,yes
11500,3,3,0,0,"16,000",17.36924986674802,78.69966072022571,yes
24642,1,1,0,1,"22,000",17.40539278944526,78.31339620541634,yes
11500,1,0,0,1,"22,000",17.260857556714114,78.48154921089947,no
22067,1,0,0,1,"14,000",17.52190833397283,78.61572651128766,yes
13289,1,0,0,1,"16,000",17.338129878040203,78.36843628399701,no
19674,1,0,1,1,"22,000",17.579446663302466,78.41921915326657,yes
22067,1,0,0,1,"16,000",17.545033642498034,78.58891707633634,yes
24642,3,0,1,1,"14,000",17.269850478209374,78.6650996412184,yes
24642,1,3,0,0,"14,000",17.523246600906887,78.57455726494624,yes
24642,1,0,1,1,"14,000",17.55529360622476,78.69362648028697,yes
11500,1,0,0,0,"16,000",17.473168409032514,78.38195305097767,no
19674,5,3,1,0,"30,000",17.41410371633203,78.49779421262974,yes
11500,5,0,0,0,"30,000",17.354650676101635,78.54062583356007,yes
24642,1,0,0,0,"16,000",17.526859885522555,78.60675205021543,yes
13289,1,0,0,1,"11,000",17.538227680700167,78.4974661101551,no
24642,3,1,1,1,"22,000",17.293958230537694,78.26752325343287,yes
11500,3,1,1,1,"22,000",17.562523376448976,78.57244859718915,yes
13289,1,3,0,1,"11,000",17.4873155953152,78.39198825222306,yes
13289,1,1,0,1,"16,000",17.203905295627287,78.39640378761618,yes
19674,3,0,0,1,"30,000",17.438134880461927,78.32492134414214,yes
24642,4,3,0,0,"22,000",17.327807487623886,78.4380462934799,yes
19674,5,0,0,1,"22,000",17.412579523253243,78.35596683861029,yes
19674,1,3,0,0,"14,000",17.28216494252731,78.22072817206526,yes
24642,3,3,0,0,"16,000",17.232049122638298,78.66814270694252,yes
24642,5,3,0,0,"30,000",17.275681910561914,78.62099168478282,yes
13289,1,0,0,1,"11,000",17.344190281952176,78.65478449174243,no
13289,5,0,0,0,"30,000",17.38459636272703,78.42906607186292,yes
24642,1,0,0,1,"16,000",17.331119953984487,78.68878067486415,yes
24642,1,0,0,1,"16,000",17.520155071746967,78.37518340701652,yes
19674,1,0,0,1,"30,000",17.335800498403863,78.66549188647254,yes
11500,1,3,0,1,"30,000",17.432469646865627,78.41728259069106,yes
13289,3,0,0,1,"22,000",17.248200024107934,78.57864572761294,yes
22067,4,0,1,0,"22,000",17.429625180877498,78.5048240558989,yes
19674,1,0,0,1,"14,000",17.261592734354753,78.50619818579192,yes
13289,5,0,0,1,"22,000",17.357820175129802,78.63859645707245,yes
24642,1,1,1,1,"30,000",17.541284654619098,78.43483972053002,yes
11500,1,0,0,1,"30,000",17.23479586333104,78.46671705233263,no
19674,4,3,0,0,"22,000",17.563366274088498,78.25629074690181,yes
11500,5,3,0,1,"14,000",17.575946136039803,78.57942750312813,yes
19674,3,0,0,1,"11,000",17.2435409756753,78.32533600165411,yes
19674,3,3,0,1,"11,000",17.41232739640786,78.60374379476475,yes
24642,4,0,0,1,"30,000",17.55565528171241,78.56078326715397,yes
13289,4,3,0,1,"16,000",17.40834080738297,78.51709100151041,yes
11500,1,1,1,0,"16,000",17.405837925621455,78.47981874366522,yes
11500,1,0,0,1,"16,000",17.365411645072083,78.32501993169457,no
13289,5,0,0,0,"11,000",17.545915738535598,78.36317966098737,yes
13289,5,0,0,0,"14,000",17.375757333662182,78.26162489442882,yes
11500,1,0,0,1,"16,000",17.583408216876578,78.6162167443263,no
13289,3,0,0,1,"16,000",17.5245959405541,78.63500348929277,yes
19674,1,3,1,0,"22,000",17.53576494473394,78.27243197951694,yes
11500,5,3,0,1,"30,000",17.35420990069023,78.39048765423013,yes
19674,5,0,0,1,"14,000",17.377498168017688,78.54844671728316,yes
19674,1,0,0,1,"16,000",17.395378040174286,78.58347801726708,yes
24642,4,0,0,1,"16,000",17.48711476771592,78.62068994935547,yes
13289,1,1,1,1,"22,000",17.380371902373682,78.20583002376257,yes
22067,4,1,0,1,"22,000",17.38066729901759,78.43669964820495,yes
19674,1,0,1,1,"16,000",17.351587764201533,78.27049744414275,yes
11500,4,0,0,1,"16,000",17.529575589890925,78.64346074073316,yes
24642,4,0,1,1,"16,000",17.57127958342645,78.4959584786326,yes
19674,1,0,1,1,"16,000",17.33382201578159,78.53508647485258,yes
13289,3,3,0,1,"14,000",17.332384039067595,78.29471547890786,yes
13289,1,0,0,1,"11,000",17.298602730151607,78.27370759055964,no
24642,5,0,0,1,"22,000",17.375673956425878,78.63168861933251,yes
19674,1,0,1,0,"16,000",17.21377855086492,78.3738031227408,yes
13289,1,3,0,1,"30,000",17.427239599670752,78.4810654084769,yes
24642,3,0,0,1,"14,000",17.26622289638567,78.27606053995069,yes
24642,4,3,0,1,"11,000",17.339144175719724,78.5496039160386,yes
19674,4,3,1,1,"30,000",17.242163014458505,78.33282618308655,yes
22067,3,1,1,0,"22,000",17.40353939397859,78.52330269797379,yes
11500,5,3,0,1,"16,000",17.29914665107621,78.33489733433913,yes
13289,1,0,0,0,"11,000",17.38280829950082,78.44815958368285,no
13289,4,3,0,0,"30,000",17.46681747924969,78.57467990391427,yes
22067,4,3,0,1,"22,000",17.376392128896377,78.28454362229611,yes
22067,1,0,0,0,"30,000",17.232240359414202,78.57807959923946,yes
19674,1,0,0,1,"14,000",17.23565267164837,78.3238388882791,yes
19674,5,3,0,1,"30,000",17.424492157064588,78.61359422889652,yes
22067,4,3,0,1,"22,000",17.301918701584206,78.23951972465993,yes
24642,1,0,0,0,"30,000",17.20851344883559,78.21883458199984,yes
19674,1,0,0,1,"14,000",17.57013000702274,78.3351300739391,yes
19674,3,0,0,0,"22,000",17.25776691717699,78.29140498715284,yes
22067,1,1,1,1,"22,000",17.53731712015646,78.48485585328507,yes
11500,3,0,0,0,"16,000",17.3233297875729,78.52871955126885,yes
24642,5,0,0,0,"16,000",17.432764985259258,78.6730116067002,yes
11500,3,0,0,1,"16,000",17.523589073056534,78.23317174942453,yes
24642,5,0,0,1,"22,000",17.274637902949095,78.27861587681787,yes
24642,1,0,0,0,"14,000",17.213976549103368,78.20449503291816,yes
22067,4,0,0,1,"16,000",17.26013558957928,78.48750890233589,yes
19674,5,0,0,0,"11,000",17.48341714553203,78.3028236016213,yes
19674,4,1,0,0,"30,000",17.467583597600406,78.2841137303065,yes
19674,1,3,0,1,"14,000",17.588681575909856,78.38719043728075,yes
19674,4,0,0,0,"14,000",17.550746486143584,78.41492156721161,yes
11500,4,1,0,1,"30,000",17.3029750181716,78.63393238622409,yes
24642,1,0,1,1,"16,000",17.339149014383853,78.60235311614717,yes
13289,4,0,0,0,"30,000",17.570176895998976,78.56242139025447,yes
22067,1,0,0,1,"11,000",17.521176999373743,78.29938760763474,yes
13289,4,0,0,1,"11,000",17.52741053570813,78.3688791995235,yes
22067,3,1,0,0,"14,000",17.57972897853123,78.52019828773433,yes
13289,3,0,0,1,"16,000",17.496016183880364,78.5155262181966,yes
24642,1,3,0,1,"14,000",17.250703850621385,78.44973646715378,yes
11500,3,0,0,0,"22,000",17.456178855424316,78.43431280340386,yes
11500,1,0,0,1,"22,000",17.31256118237541,78.23899132620123,no
19674,3,3,0,1,"11,000",17.327482996877904,78.53475026209132,yes
19674,4,1,0,1,"22,000",17.360283409774517,78.5090427323927,yes
24642,4,0,0,0,"14,000",17.537440300925738,78.40162635834913,yes
24642,5,3,0,1,"14,000",17.527224431049397,78.60086012483178,yes
13289,5,0,1,1,"14,000",17.350847062356966,78.27810380742812,yes
13289,3,0,1,0,"30,000",17.31200419470517,78.21774970346532,yes
13289,5,1,0,1,"30,000",17.318812597063964,78.28412959157465,yes
11500,3,0,0,1,"14,000",17.498075232977662,78.66733898987295,yes
24642,3,0,1,0,"11,000",17.290782156395835,78.32290739245686,yes
22067,4,0,0,0,"16,000",17.354448011337368,78.42326437958428,yes
11500,3,1,0,1,"14,000",17.587363005586674,78.51072915987658,yes
11500,3,0,1,0,"11,000",17.340313404382112,78.50668981710996,yes
19674,1,0,0,0,"14,000",17.558205968089144,78.3278201981765,yes
19674,1,0,0,1,"11,000",17.59258215143184,78.3895035730258,yes
24642,4,3,0,0,"16,000",17.53831173135048,78.42014784358776,yes
11500,3,0,0,1,"16,000",17.441947100067015,78.38993343486419,yes
11500,1,0,0,1,"14,000",17.233425846254008,78.44443242399609,no
22067,5,0,0,0,"14,000",17.27792035865915,78.47254088845332,yes
13289,3,0,0,1,"30,000",17.56513279331425,78.56525755408045,yes
19674,4,3,0,1,"14,000",17.365295662954992,78.46556993289987,yes
19674,1,0,0,0,"14,000",17.498073212111844,78.64075297284467,yes
11500,5,1,0,1,"22,000",17.253082112457044,78.30138338091238,yes
19674,4,1,0,0,"16,000",17.48431574843027,78.54757261676639,yes
11500,3,0,0,1,"16,000",17.377600850864173,78.60987393558122,yes
13289,5,3,0,0,"30,000",17.576059211390483,78.32868254345686,yes
19674,1,0,0,1,"16,000",17.41019884039861,78.29067267104821,yes
24642,4,1,0,0,"11,000",17.424824432288972,78.47489887966726,yes
22067,5,1,0,1,"11,000",17.32414346995763,78.50377554866225,yes
13289,1,0,0,1,"22,000",17.48536491663197,78.35023531033039,no
19674,3,1,0,1,"22,000",17.462896759655052,78.48014651605062,yes
22067,5,3,0,0,"14,000",17.205442919016104,78.50939693387929,yes
22067,1,0,0,1,"22,000",17.42644598266884,78.27101033179657,yes
19674,5,0,1,1,"22,000",17.596494654700543,78.60078150890168,yes
22067,3,0,0,1,"30,000",17.580388523744652,78.22686846545736,yes
11500,3,3,1,0,"22,000",17.362925638812513,78.52199173315962,yes
11500,3,0,0,0,"14,000",17.587357422053316,78.53422820373646,yes
11500,1,1,0,1,"30,000",17.387556307337327,78.33978227340822,yes
13289,1,3,0,1,"22,000",17.234913829869107,78.34406678004785,yes
11500,5,0,1,1,"16,000",17.383458635046622,78.57119890384367,yes
24642,3,0,0,1,"11,000",17.320159849677,78.20979665924071,yes
13289,4,1,0,0,"11,000",17.247632969208844,78.69625453991124,yes
11500,3,0,0,0,"14,000",17.297745037377556,78.34596817601985,yes
22067,4,3,0,0,"22,000",17.56866332640193,78.34134097646836,yes
19674,1,0,1,0,"22,000",17.47886440461025,78.22478288157131,yes
22067,3,0,0,0,"14,000",17.24456094814422,78.25818972697354,yes
11500,4,0,0,1,"14,000",17.435888562957864,78.20861117571195,yes
24642,4,3,0,0,"14,000",17.28725177624909,78.5552045353064,yes
13289,3,1,0,1,"11,000",17.29660427530963,78.61632735239243,yes
24642,5,0,0,0,"11,000",17.52736543693974,78.20401384632041,yes
11500,4,0,0,1,"22,000",17.32203884228452,78.5920842223428,yes
11500,5,1,0,1,"11,000",17.311933069806184,78.57058593428357,yes
11500,3,0,0,1,"14,000",17.23789856338675,78.36198044970996,yes
24642,1,0,1,1,"11,000",17.238194192029788,78.54576265997099,yes
13289,3,0,0,0,"11,000",17.42164195198807,78.21671531987754,yes
19674,1,1,0,1,"11,000",17.418787441827522,78.47420187554108,yes
11500,1,0,0,1,"22,000",17.214151407364053,78.56526351630797,no
22067,5,0,0,0,"11,000",17.548543889580575,78.58581399106488,yes
11500,4,3,1,1,"11,000",17.297698817889362,78.69965306883708,yes
24642,4,1,0,1,"16,000",17.387833526743165,78.32347818635526,yes
11500,4,3,0,1,"11,000",17.22254658362455,78.45448607536814,yes
19674,5,0,0,1,"30,000",17.33233097883328,78.4113679933389,yes
19674,1,0,1,1,"22,000",17.576537767699392,78.33184985404495,yes
22067,3,0,0,1,"11,000",17.490059393293688,78.20710507463319,yes
24642,3,0,0,1,"14,000",17.471220404191516,78.4987230228384,yes
13289,5,0,0,0,"22,000",17.558884003105035,78.42928343866731,yes
11500,4,0,0,1,"14,000",17.513189929158788,78.39416436682534,yes
24642,4,0,1,0,"16,000",17.38754784664222,78.6861360229953,yes
19674,1,1,0,0,"16,000",17.496135997594298,78.51688780895871,yes
13289,4,0,0,0,"14,000",17.42784389518185,78.6668357583749,yes
11500,1,0,0,1,"22,000",17.236157855163388,78.31276284413507,no
24642,4,3,1,0,"30,000",17.58145214934741,78.44166937406109,yes
11500,1,0,0,1,"30,000",17.29707563873671,78.69968032797688,no
13289,5,0,0,1,"16,000",17.487193937166925,78.66528116249866,yes
24642,5,0,0,1,"11,000",17.44526777762561,78.69322851909374,yes
13289,1,1,0,1,"30,000",17.470590741536522,78.66292785749815,yes
19674,5,0,1,0,"30,000",17.44139370786903,78.6333144838432,yes
22067,4,1,0,1,"11,000",17.353451188139694,78.31347910303549,yes
13289,5,0,0,1,"14,000",17.346456652731394,78.29490737211,yes
22067,3,0,1,1,"30,000",17.451984251891325,78.3510455478989,yes
13289,1,0,0,0,"14,000",17.42856350750351,78.49056660499572,no
11500,4,0,1,1,"22,000",17.428233843654365,78.4869864380976,yes
11500,1,0,0,1,"16,000",17.20285642334933,78.31710929927873,no
24642,1,0,0,1,"30,000",17.41870632451916,78.38896726779518,yes
11500,3,0,0,0,"16,000",17.204727747511335,78.69542268253531,yes
13289,4,0,0,1,"30,000",17.324049681113998,78.68487897145809,yes
22067,1,0,1,0,"16,000",17.553950705509624,78.29521311876805,yes
22067,1,0,0,0,"22,000",17.39435869171337,78.20177587404542,yes
24642,4,0,1,1,"16,000",17.422605080686637,78.59444804079295,yes
24642,1,0,0,1,"16,000",17.435221185917314,78.53025966657766,yes
11500,1,0,0,1,"11,000",17.262618877797134,78.31494760002703,no
19674,1,0,0,0,"30,000",17.44592576750971,78.29062321273904,yes
11500,4,0,0,1,"30,000",17.28297392526438,78.23282791124437,yes
11500,1,0,0,0,"11,000",17.239620795156487,78.28476393540848,no
24642,1,0,0,0,"30,000",17.547575779222196,78.31812698172887,yes
13289,5,1,1,1,"30,000",17.320939845038296,78.65193344345765,yes
24642,3,0,0,0,"22,000",17.25022863994768,78.5256136386204,yes
24642,3,0,1,0,"22,000",17.402056839162405,78.44882094349992,yes
13289,5,0,0,0,"11,000",17.58804402162494,78.30883457619883,yes
11500,1,3,0,1,"30,000",17.455851774027018,78.21527987677005,yes
24642,5,0,1,1,"16,000",17.318560134754172,78.65711788360936,yes
24642,3,0,0,0,"14,000",17.39006237035361,78.43449540549813,yes
13289,1,1,0,1,"22,000",17.561055774847045,78.38377033140789,yes
22067,1,3,1,1,"14,000",17.297013125308336,78.56077550132156,yes
11500,1,0,0,1,"22,000",17.399785342369775,78.69362265246536,no
24642,4,1,1,0,"22,000",17.308719313800957,78.58213177815156,yes
19674,3,0,0,0,"30,000",17.20138522662808,78.58879333572057,yes
22067,1,3,0,1,"11,000",17.503733444995216,78.42227374003974,yes
22067,1,0,0,1,"30,000",17.207135208864273,78.68222319665364,yes
13289,1,0,0,1,"16,000",17.593753564252335,78.65852733378308,no
11500,5,0,1,0,"16,000",17.540107712862913,78.39343147038691,yes
24642,5,0,0,1,"30,000",17.268533286983295,78.63004197954355,yes
22067,1,1,0,1,"30,000",17.246500864735673,78.65215326515117,yes
11500,5,1,0,0,"22,000",17.251402929930844,78.57629195613544,yes
24642,1,0,0,1,"11,000",17.287476078947957,78.20161347272396,yes
22067,5,1,0,1,"14,000",17.340781878883167,78.53575257158644,yes
19674,5,0,0,0,"22,000",17.343383370892667,78.69600183298078,yes
24642,5,1,0,1,"22,000",17.404625432404266,78.24989409203263,yes
22067,1,0,0,1,"11,000",17.52520498837486,78.37992224717397,yes
13289,4,1,0,0,"22,000",17.590355816954407,78.26110726639651,yes
13289,4,0,0,1,"22,000",17.539480548612524,78.54308607651976,yes
22067,3,1,0,0,"30,000",17.413990391912566,78.26590155760348,yes
11500,3,0,0,0,"14,000",17.569737323214675,78.20223891030648,yes
19674,1,1,0,1,"22,000",17.43475764203383,78.52680568693357,yes
11500,1,0,1,1,"16,000",17.238455707931394,78.40776236242658,no
13289,3,3,0,0,"14,000",17.333754296041086,78.24216394807866,yes
24642,3,0,0,0,"11,000",17.39946313332851,78.41624508696745,yes
24642,1,0,0,1,"11,000",17.44796060435728,78.52808105369958,yes
24642,4,0,0,0,"11,000",17.35955826605541,78.39729136159806,yes
19674,4,0,0,1,"16,000",17.583072824085566,78.33676155429448,yes
13289,4,1,1,0,"14,000",17.551292725729475,78.40037084489121,yes
24642,3,0,1,0,"14,000",17.341808175540834,78.51625562408913,yes
24642,4,1,1,1,"16,000",17.307656970698385,78.64980605913065,yes
19674,1,0,1,1,"22,000",17.300240245762826,78.67492179483557,yes
24642,4,0,0,1,"11,000",17.288812067763818,78.61796630460637,yes
11500,5,0,0,1,"22,000",17.39776765242179,78.4380241273537,yes
24642,1,0,0,1,"30,000",17.208015407043955,78.54725444668574,yes
19674,4,3,0,1,"30,000",17.28785992035455,78.45071555394567,yes
22067,1,0,0,1,"30,000",17.43029089895308,78.53798861157341,yes
22067,3,0,1,0,"11,000",17.510748381380953,78.54134718261321,yes
13289,4,3,1,1,"30,000",17.362698555169775,78.58042974119607,yes
22067,1,0,0,0,"22,000",17.29220491464125,78.68067586401634,yes
13289,1,0,0,1,"11,000",17.36810642280845,78.21883924544821,no
24642,1,3,0,1,"30,000",17.230056918000457,78.25468317267398,yes
24642,3,0,0,0,"16,000",17.474780195510473,78.26440334729496,yes
22067,4,0,0,1,"14,000",17.449155348636516,78.25620630258089,yes
24642,1,0,1,0,"30,000",17.432321338863726,78.58778925482393,yes
22067,1,0,1,1,"11,000",17.350623253805548,78.27941150351734,yes
22067,1,0,0,1,"14,000",17.408480932041712,78.66996863848568,yes
24642,1,0,0,0,"14,000",17.375078187191757,78.55148685883329,yes
11500,1,1,0,1,"14,000",17.59171141982092,78.66299853237561,yes
24642,5,3,1,1,"22,000",17.436533415991413,78.35481073832158,yes
24642,5,0,1,1,"16,000",17.29721575960879,78.56065739661568,yes
22067,1,0,0,0,"11,000",17.266417371992663,78.40737888521136,yes
11500,4,0,0,0,"30,000",17.507660408634983,78.68461287757479,yes
19674,5,0,0,0,"22,000",17.555765022778708,78.44951570120787,yes
19674,3,1,0,0,"11,000",17.582411997155372,78.48309600653103,yes
22067,4,0,0,1,"30,000",17.50257364363848,78.30939308318177,yes
13289,3,3,0,1,"22,000",17.524622495268698,78.22415965664729,yes
22067,3,0,1,1,"14,000",17.32877639181129,78.34667111751652,yes
22067,4,0,0,1,"14,000",17.386400955867533,78.4910712485546,yes
22067,5,0,0,0,"11,000",17.283345866115454,78.38433484580821,yes
13289,1,3,1,1,"30,000",17.306136908098473,78.26114678312908,yes
19674,5,0,0,1,"14,000",17.451293617128435,78.66123158579873,yes
11500,1,1,1,1,"11,000",17.360382476066327,78.66507594405435,yes
19674,3,0,1,1,"22,000",17.408492778586602,78.60152595048778,yes
24642,5,0,0,1,"22,000",17.54631900193144,78.55746728465758,yes
13289,3,0,0,0,"22,000",17.418309662502114,78.38129009521676,yes
11500,3,3,0,1,"30,000",17.538725928284048,78.58631740804086,yes
11500,1,3,0,0,"30,000",17.24586299566888,78.26524489141029,yes
11500,1,0,0,1,"16,000",17.336443726733645,78.39245464793451,no
22067,1,1,0,0,"11,000",17.52272515316761,78.21098191007941,yes
22067,1,0,0,1,"11,000",17.446463318595985,78.65944455978817,yes
11500,3,1,0,1,"11,000",17.295158870267244,78.22794004017074,yes
13289,5,3,0,0,"11,000",17.302339570348707,78.63175008863318,yes
19674,1,0,1,1,"11,000",17.27310437744987,78.61820936652444,yes
22067,1,0,0,1,"30,000",17.482872215694808,78.44929577159614,yes
13289,5,0,0,1,"22,000",17.368045601486443,78.25363685013808,yes
13289,1,0,0,0,"22,000",17.464877145646238,78.28544272489675,no
11500,5,0,0,1,"14,000",17.395226773740422,78.39004055070906,yes
11500,1,0,0,1,"11,000",17.594123833996345,78.57322175932285,no
11500,1,0,0,1,"30,000",17.572024363403806,78.3149679231824,no
13289,5,1,0,1,"30,000",17.363362182342286,78.26895941821732,yes
24642,4,1,0,1,"16,000",17.587552955798966,78.421298500845,yes
22067,4,3,0,0,"30,000",17.235828365519207,78.4482666983041,yes
22067,1,3,1,1,"30,000",17.533982847245763,78.30955747089556,yes
11500,5,1,0,1,"11,000",17.261802670500778,78.25338083241343,yes
24642,1,3,0,1,"30,000",17.417679007192824,78.64312374610189,yes
13289,5,3,0,0,"30,000",17.333217635481198,78.65513856444275,yes
22067,1,0,0,1,"14,000",17.547741654191878,78.65483332172778,yes
19674,5,0,0,1,"16,000",17.48902158546826,78.58583110946374,yes
19674,4,1,0,1,"14,000",17.217753015598376,78.62487782804179,yes
11500,1,0,0,1,"30,000",17.222472477481716,78.61143661154308,no
11500,1,0,0,1,"30,000",17.455589031599576,78.35328007239154,no
11500,4,0,0,0,"30,000",17.507126625690127,78.23299249926514,yes
11500,1,0,1,1,"16,000",17.428703520802213,78.57967888438544,no
13289,1,1,0,1,"16,000",17.53739843441863,78.561645542575,yes
11500,3,0,0,1,"16,000",17.538589960469352,78.63587330995281,yes
11500,4,0,1,1,"16,000",17.383555727166762,78.5362800516417,yes
11500,4,1,0,1,"14,000",17.5663415262988,78.24942612779003,yes
13289,1,0,0,1,"14,000",17.272008575515898,78.35072546392303,no
24642,1,3,0,1,"30,000",17.22125248944062,78.26898568492938,yes
22067,4,3,0,0,"22,000",17.498367851463886,78.60842966349144,yes
19674,1,3,0,1,"16,000",17.576199702697348,78.57114012349028,yes
19674,3,0,0,1,"14,000",17.203537783041796,78.42936665548167,yes
11500,1,1,0,0,"30,000",17.201128485534465,78.38735500331425,yes
11500,3,0,0,1,"11,000",17.246899793432608,78.66857411561126,yes
19674,1,0,0,0,"14,000",17.47257152327219,78.29440576070861,yes
22067,3,3,0,1,"11,000",17.5300928365747,78.5990771248855,yes
22067,3,1,0,0,"11,000",17.35816466924982,78.29212848244413,yes
19674,3,0,1,1,"16,000",17.233163082154856,78.38658345266593,yes
11500,1,0,0,1,"22,000",17.387214583611467,78.21346628689088,no
13289,4,1,0,1,"22,000",17.44143471763398,78.3407888480154,yes
24642,1,3,0,0,"16,000",17.23071091993988,78.4225664281352,yes
11500,4,0,0,1,"22,000",17.234752361436822,78.32249228997858,yes
11500,4,0,0,1,"11,000",17.283407945073442,78.34507522178761,yes
11500,4,3,0,0,"22,000",17.425733910842062,78.52808555159498,yes
24642,4,3,0,0,"22,000",17.23358079860373,78.63343599393711,yes
24642,4,0,0,0,"16,000",17.47487345847896,78.32102213510267,yes
19674,3,3,1,1,"14,000",17.556439973743657,78.66798031001353,yes
24642,1,3,0,0,"16,000",17.464212210779962,78.23759481806923,yes
13289,4,0,0,1,"16,000",17.554410767367113,78.31433270672966,yes
11500,3,3,0,0,"14,000",17.463667603548625,78.62281086586465,yes
22067,1,3,0,1,"11,000",17.457128390280086,78.43756565400184,yes
13289,3,3,0,1,"16,000",17.580149375271347,78.6956207052157,yes
19674,1,0,0,0,"30,000",17.57522919334562,78.56978468077338,yes
24642,1,1,0,1,"14,000",17.564813264169103,78.36865747915456,yes
13289,1,3,0,0,"11,000",17.46692172462458,78.42705641660055,yes
19674,1,0,0,0,"22,000",17.337135303000586,78.63217842346388,yes
11500,5,0,0,1,"30,000",17.538715130735063,78.47794181500312,yes
19674,1,1,0,0,"14,000",17.283748556525016,78.40965107171797,yes
24642,4,1,1,0,"30,000",17.40287340409265,78.48297338801532,yes
19674,3,1,0,0,"30,000",17.319721353343496,78.60010114701075,yes
11500,1,0,0,1,"16,000",17.45407951125129,78.64104395661552,no
13289,1,0,0,0,"30,000",17.476929098204007,78.64249829031341,no
24642,4,0,0,1,"16,000",17.408043254908158,78.57947107127826,yes
11500,4,0,1,1,"16,000",17.487502593085946,78.43581116328323,yes
19674,5,0,0,1,"22,000",17.4338670676139,78.5056931443694,yes
24642,4,0,0,1,"11,000",17.567472082847264,78.51026554957348,yes
24642,4,0,1,1,"16,000",17.200212446040567,78.24898629970757,yes
11500,1,0,1,1,"16,000",17.56748988358767,78.57996442937102,no
13289,3,3,1,1,"30,000",17.247988579316996,78.37376920999144,yes
22067,5,3,0,1,"16,000",17.216103512998455,78.20842435446393,yes
13289,5,0,0,0,"14,000",17.330774784265166,78.49477323928089,yes
13289,1,0,0,1,"22,000",17.2414968255583,78.22600207951207,no
11500,3,1,0,0,"14,000",17.21574009639449,78.58480825978855,yes
13289,1,3,0,0,"14,000",17.367940222087963,78.37819700485802,yes
24642,1,0,0,0,"16,000",17.522294921348976,78.62445225562139,yes
11500,1,0,0,0,"30,000",17.346493746053937,78.52222478947951,no
13289,4,3,0,1,"22,000",17.35047879233729,78.53340177965148,yes
11500,4,3,1,0,"14,000",17.583328474894742,78.49107574408217,yes
19674,4,0,0,0,"22,000",17.205969672028534,78.53251521358386,yes
19674,1,1,0,1,"11,000",17.244979090709275,78.25920214412272,yes
24642,3,1,0,1,"16,000",17.271286112143276,78.69609587901411,yes
22067,1,1,0,1,"11,000",17.45056854558638,78.33652273011866,yes
22067,1,0,0,1,"11,000",17.344803721857918,78.643521186542,yes
11500,4,0,0,0,"22,000",17.240139991275566,78.60189532512072,yes
13289,1,1,1,1,"14,000",17.597998002515432,78.55023970082793,yes
19674,5,0,0,1,"11,000",17.311507172343816,78.32597474993253,yes
22067,3,0,0,1,"22,000",17.336330884021258,78.49327286723582,yes
24642,1,0,0,1,"16,000",17.530456396875966,78.41865829647463,yes
19674,1,0,0,1,"14,000",17.447771120242468,78.2682931471012,yes
11500,1,0,0,1,"16,000",17.534309648881994,78.33079974031952,no
22067,1,0,1,1,"22,000",17.530001098702737,78.61216972247898,yes
24642,1,1,0,0,"14,000",17.414959535912036,78.63120591798588,yes
13289,5,1,0,0,"22,000",17.4387574255063,78.20366542514049,yes
19674,1,0,0,1,"16,000",17.240185604312867,78.45578938188181,yes
24642,5,0,0,1,"30,000",17.496758303754756,78.5762372563105,yes
11500,1,3,0,1,"22,000",17.496874969554497,78.4920377193469,yes
11500,4,0,0,1,"11,000",17.548350925650404,78.52332879610604,yes
22067,1,0,0,0,"22,000",17.43365292963429,78.67515299567583,yes
19674,5,3,0,0,"14,000",17.44941800694733,78.52936909978311,yes
19674,3,3,0,1,"14,000",17.547069643372033,78.32634034547321,yes
24642,4,1,0,1,"16,000",17.220271913670178,78.21771590206791,yes
19674,3,0,0,1,"14,000",17.499350525292257,78.21761877613869,yes
13289,1,1,0,1,"22,000",17.391629578304425,78.52326349498426,yes
24642,1,1,0,1,"16,000",17.20823964593394,78.49500829428767,yes
22067,1,0,0,0,"16,000",17.243027459586653,78.62338798923658,yes
22067,5,3,1,0,"22,000",17.46213898571208,78.28813342171193,yes
11500,4,3,0,1,"22,000",17.42878640619079,78.49452957187782,yes
11500,1,3,0,0,"16,000",17.45020381298772,78.32570833198031,yes
22067,1,0,1,1,"14,000",17.335042285987473,78.69210553456446,yes
22067,3,0,0,1,"14,000",17.497481563312096,78.58500696492281,yes
22067,5,0,1,1,"11,000",17.343354618495862,78.63126435928221,yes
22067,1,0,0,1,"22,000",17.534053002686516,78.2093615151196,yes
